 GOCE MASS PROPERTIES COMPUTED ON 2013-11-11T06:05:02

       Time             Xs(m)   Ys(m)   Zs(m)  S/C Mass(KG)  N2 MASS  Xe MASS  Ixx(M2.KG)      Iyy      Izz      Ixy      Izx      Iyz
 2013-07-22T00:00:00   +2.533  +0.004  +0.001      1006.324    5.875    3.729       173.1   2756.9   2729.6     20.2     -1.7     -1.1
 2013-07-29T00:00:00   +2.533  +0.004  +0.001      1006.067    5.875    3.472       173.1   2756.5   2729.2     20.2     -1.7     -1.1
 2013-08-05T00:00:00   +2.533  +0.004  +0.001      1005.498    5.557    3.221       173.1   2755.5   2728.2     20.2     -1.7     -1.1
 2013-08-12T00:00:00   +2.533  +0.004  +0.001      1005.244    5.557    2.966       173.1   2755.2   2727.9     20.2     -1.7     -1.1
 2013-08-19T00:00:00   +2.533  +0.004  +0.001      1004.981    5.557    2.703       173.1   2754.8   2727.5     20.2     -1.7     -1.1
 2013-08-26T00:00:00   +2.534  +0.004  +0.001      1004.707    5.557    2.429       173.1   2754.4   2727.1     20.2     -1.7     -1.1
 2013-09-02T00:00:00   +2.534  +0.004  +0.001      1004.442    5.557    2.164       173.1   2754.0   2726.7     20.2     -1.7     -1.1
 2013-09-09T00:00:00   +2.534  +0.004  +0.001      1004.181    5.557    1.904       173.1   2753.6   2726.3     20.2     -1.7     -1.1
 2013-09-16T00:00:00   +2.535  +0.004  +0.001      1003.927    5.557    1.650       173.1   2753.3   2726.0     20.2     -1.7     -1.1
 2013-09-23T00:00:00   +2.535  +0.004  +0.001      1003.664    5.557    1.386       173.1   2752.9   2725.6     20.2     -1.7     -1.1
 2013-09-30T00:00:00   +2.535  +0.004  +0.001      1003.394    5.557    1.117       173.1   2752.5   2725.2     20.2     -1.7     -1.1
 2013-10-07T00:00:00   +2.535  +0.004  +0.001      1002.762    5.193    0.849       173.1   2751.4   2724.1     20.2     -1.7     -1.1
 2013-10-14T00:00:00   +2.535  +0.004  +0.001      1002.464    5.193    0.551       173.1   2750.9   2723.6     20.2     -1.7     -1.1
 2013-10-21T00:00:00   +2.536  +0.004  +0.001      1002.181    5.193    0.268       173.0   2750.5   2723.2     20.2     -1.7     -1.1
 2013-10-28T00:00:00   +2.536  +0.004  +0.001      1002.152    5.193    0.239       173.0   2750.5   2723.2     20.2     -1.7     -1.1
 2013-11-04T00:00:00   +2.536  +0.004  +0.001      1002.152    5.193    0.239       173.0   2750.5   2723.2     20.2     -1.7     -1.1
 2013-11-11T00:00:00   +2.536  +0.004  +0.001      1002.152    5.193    0.239       173.0   2750.5   2723.2     20.2     -1.7     -1.1
