timestamp,X,Y,Z
2009-10-02T07:34:59.313782,-5942.387785,+2477.069450,+1630.021065
2009-10-02T07:36:39.313781,-5673.878218,+2514.133561,+2362.732312
2009-10-02T07:38:19.313781,-5328.218812,+2512.649811,+3063.202825
2009-10-02T07:39:59.313781,-4910.686953,+2471.562693,+3721.888250
2009-10-02T07:41:39.313780,-4427.546137,+2390.439581,+4329.824563
2009-10-02T07:43:19.313780,-3885.947755,+2269.488447,+4878.749061
2009-10-02T07:44:59.313780,-3293.821830,+2109.565297,+5361.210916
2009-10-02T07:46:39.313779,-2659.757916,+1912.171984,+5770.670233
2009-10-02T07:48:19.313779,-1992.876870,+1679.443170,+6101.583322
2009-10-02T07:49:59.313779,-1302.698078,+1414.123060,+6349.473895
2009-10-02T07:51:39.313778,-599.002786,+1119.532669,+6510.988985
2009-10-02T07:53:19.313778,+108.302890,+799.528434,+6583.939850
2009-10-02T07:54:59.313778,+809.325277,+458.452089,+6567.330137
2009-10-02T07:56:39.313778,+1494.319463,+101.072922,+6461.368697
2009-10-02T07:58:19.313777,+2153.822668,-267.477437,+6267.468075
2009-10-02T07:59:59.313777,+2778.783517,-641.778008,+5988.228757
2009-10-02T08:01:39.313777,+3360.686417,-1016.196336,+5627.407891
2009-10-02T08:03:19.313776,+3891.669466,-1384.971976,+5189.873090
2009-10-02T08:04:59.313776,+4364.632244,-1742.304766,+4681.540569
2009-10-02T08:06:39.313776,+4773.333859,-2082.445128,+4109.300327
2009-10-02T08:08:19.313775,+5112.481071,-2399.786495,+3480.927211
2009-10-02T08:09:59.313775,+5377.802902,-2688.958022,+2804.976508
2009-10-02T08:11:39.313775,+5566.108124,-2944.915068,+2090.667130
2009-10-02T08:13:19.313774,+5675.327710,-3163.026655,+1347.756039
2009-10-02T08:14:59.313774,+5704.541511,-3339.158747,+586.402330
2009-10-02T08:16:39.313774,+5653.984509,-3469.749139,-182.976463
2009-10-02T08:18:19.313773,+5525.037542,-3551.874943,-949.851130
2009-10-02T08:19:59.313773,+5320.197487,-3583.309417,-1703.732090
2009-10-02T08:21:39.313773,+5043.029917,-3562.566466,-2434.317285
2009-10-02T08:23:19.313773,+4698.106290,-3488.935455,-3131.637016
2009-10-02T08:24:59.313772,+4290.925245,-3362.501949,-3786.193433
2009-10-02T08:26:39.313772,+3827.820794,-3184.156713,-4389.090743
2009-10-02T08:28:19.313772,+3315.858980,-2955.590788,-4932.156005
2009-10-02T08:29:59.313771,+2762.725455,-2679.277915,-5408.046705
2009-10-02T08:31:39.313771,+2176.607421,-2358.446326,-5810.344915
2009-10-02T08:33:19.313771,+1566.071400,-1997.040296,-6133.639668
2009-10-02T08:34:59.313770,+939.936305,-1599.669061,-6373.596012
2009-10-02T08:36:39.313770,+307.145826,-1171.545839,-6527.006517
2009-10-02T08:38:19.313770,-323.357784,-718.419326,-6591.829247
2009-10-02T08:39:59.313769,-942.757081,-246.497361,-6567.210788
2009-10-02T08:41:39.313769,-1542.480807,+237.636124,-6453.496264
2009-10-02T08:43:19.313769,-2114.319886,+727.111147,-6252.223138
2009-10-02T08:44:59.313768,-2650.537091,+1214.867072,-5966.102635
2009-10-02T08:46:39.313768,-3143.969397,+1693.752141,-5598.985911
2009-10-02T08:48:19.313768,-3588.123435,+2156.626355,-5155.818099
2009-10-02T08:49:59.313768,-3977.263301,+2596.467290,-4642.577108
2009-10-02T08:51:39.313767,-4306.486915,+3006.476473,-4066.196642
2009-10-02T08:53:19.313767,-4571.790104,+3380.184617,-3434.476889
2009-10-02T08:54:59.313767,-4770.118789,+3711.555062,-2755.983534
2009-10-02T08:56:39.313766,-4899.407294,+3995.082490,-2039.932556
2009-10-02T08:58:19.313766,-4958.601843,+4225.884972,-1296.066332
2009-10-02T08:59:59.313766,-4947.669623,+4399.788827,-534.519674
2009-10-02T09:01:39.313765,-4867.591259,+4513.403340,+234.320747
2009-10-02T09:03:19.313765,-4720.337831,+4564.184526,+999.962464
2009-10-02T09:04:59.313765,-4508.831631,+4550.483827,+1751.955363
2009-10-02T09:06:39.313764,-4236.892056,+4471.584046,+2480.038779
2009-10-02T09:08:19.313764,-3909.167129,+4327.720486,+3174.284764
2009-10-02T09:09:59.313764,-3531.053610,+4120.087162,+3825.235779
2009-10-02T09:11:39.313763,-3108.606782,+3850.828009,+4424.034103
2009-10-02T09:13:19.313763,-2648.442297,+3523.013865,+4962.542678
2009-10-02T09:14:59.313763,-2157.630392,+3140.605019,+5433.454300
2009-10-02T09:16:39.313763,-1643.585384,+2708.400817,+5830.387682
2009-10-02T09:18:19.313762,-1113.952107,+2231.976949,+6147.970277
2009-10-02T09:19:59.313762,-576.491921,+1717.611173,+6381.905206
2009-10-02T09:21:39.313762,-38.971525,+1172.200694,+6529.025986
2009-10-02T09:23:19.313761,+490.948916,+603.169662,+6587.336678
2009-10-02T09:24:59.313761,+1005.823392,+18.369872,+6556.036545
2009-10-02T09:26:39.313761,+1498.522762,-574.025796,+6435.531572
2009-10-02T09:28:19.313760,+1962.332447,-1165.636639,+6227.430236
2009-10-02T09:29:59.313760,+2391.042859,-1747.990215,+5934.524206
2009-10-02T09:31:39.313760,+2779.033678,-2312.643234,+5560.756255
2009-10-02T09:33:19.313759,+3121.348826,-2851.303771,+5111.170405
2009-10-02T09:34:59.313759,+3413.761330,-3355.953864,+4591.848943
2009-10-02T09:36:39.313759,+3652.828263,-3818.970605,+4009.834494
2009-10-02T09:38:19.313758,+3835.934530,-4233.244170,+3373.037513
2009-10-02T09:39:59.313758,+3961.322805,-4592.290300,+2690.130737
2009-10-02T09:41:39.313758,+4028.111451,-4890.355836,+1970.431554
2009-10-02T09:43:19.313758,+4036.298354,-5122.513982,+1223.773231
2009-10-02T09:44:59.313757,+3986.750685,-5284.748041,+460.367120
2009-10-02T09:46:39.313757,+3881.180344,-5374.020342,-309.340679
2009-10-02T09:48:19.313757,+3722.107532,-5388.328700,-1074.816737
2009-10-02T09:49:59.313756,+3512.809242,-5326.745312,-1825.591268
2009-10-02T09:51:39.313756,+3257.256736,-5189.437725,-2551.405580
2009-10-02T09:53:19.313756,+2960.043404,-4977.673670,-3242.356845
2009-10-02T09:54:59.313755,+2626.302520,-4693.807787,-3889.036699
2009-10-02T09:56:39.313755,+2261.617271,-4341.251463,-4482.660026
2009-10-02T09:58:19.313755,+1871.926153,-3924.426687,-5015.183475
2009-10-02T09:59:59.313754,+1463.425954,-3448.704561,-5479.410972
2009-10-02T10:01:39.313754,+1042.473154,-2920.331847,-5869.086275
2009-10-02T10:03:19.313754,+615.485022,-2346.345912,-6178.972570
2009-10-02T10:04:59.313753,+188.841799,-1734.478321,-6404.917562
2009-10-02T10:06:39.313753,-231.207252,-1093.049302,-6543.903397
2009-10-02T10:08:19.313753,-638.632598,-430.854435,-6594.082459
2009-10-02T10:09:59.313753,-1027.708981,+242.954309,-6554.798467
2009-10-02T10:11:39.313752,-1393.094483,+918.991831,-6426.592751
2009-10-02T10:13:19.313752,-1729.902040,+1587.768288,-6211.197368
2009-10-02T10:14:59.313752,-2033.762650,+2239.818658,-5911.512678
2009-10-02T10:16:39.313751,-2300.882265,+2865.834375,-5531.573627
2009-10-02T10:18:19.313751,-2528.088896,+3456.795363,-5076.499018
2009-10-02T10:19:59.313751,-2712.870709,+4004.100142,-4552.428655
2009-10-02T10:21:39.313750,-2853.405029,+4499.693290,-3966.445098
2009-10-02T10:23:19.313750,-2948.576150,+4936.186676,-3326.480877
2009-10-02T10:24:59.313750,-2997.981442,+5306.971329,-2641.214087
2009-10-02T10:26:39.313749,-3001.927972,+5606.321828,-1919.954332
2009-10-02T10:28:19.313749,-2961.417559,+5829.490202,-1172.515994
2009-10-02T10:29:59.313749,-2878.118817,+5972.783871,-409.082100
2009-10-02T10:31:39.313749,-2754.331153,+6033.628111,+359.934609
2009-10-02T10:33:19.313748,-2592.939401,+6010.615759,+1124.038492
2009-10-02T10:34:59.313748,-2397.355948,+5903.535192,+1872.801127
2009-10-02T10:36:39.313748,-2171.454738,+5713.378098,+2596.007755
